,Academic Year,Full-time,Level of study,Institution,Program Length,Sex,Students
1199,2017,True,Undergraduate,City University of Hong Kong,4,Female,2273
1200,2017,True,Undergraduate,City University of Hong Kong,4,Male,1915
1201,2017,True,Research postgraduate,Hong Kong Baptist University,Postgrad,Female,128
1202,2017,True,Research postgraduate,Hong Kong Baptist University,Postgrad,Male,143
1203,2017,True,Taught postgraduate,Hong Kong Baptist University,1,Female,5
1204,2017,True,Taught postgraduate,Hong Kong Baptist University,1,Male,5
1205,2017,False,Taught postgraduate,Hong Kong Baptist University,1,Female,71
1206,2017,False,Taught postgraduate,Hong Kong Baptist University,1,Male,49
1207,2017,False,Taught postgraduate,Hong Kong Baptist University,2,Female,112
1208,2017,False,Taught postgraduate,Hong Kong Baptist University,2,Male,100
1209,2017,True,Undergraduate,Hong Kong Baptist University,1,Female,958
1210,2017,True,Undergraduate,Hong Kong Baptist University,1,Male,455
1211,2017,True,Undergraduate,Hong Kong Baptist University,2,Female,989
1212,2017,True,Undergraduate,Hong Kong Baptist University,2,Male,467
1213,2017,True,Undergraduate,Hong Kong Baptist University,3,Female,1140
1214,2017,True,Undergraduate,Hong Kong Baptist University,3,Male,714
1215,2017,True,Undergraduate,Hong Kong Baptist University,4,Female,1226
1216,2017,True,Undergraduate,Hong Kong Baptist University,4,Male,656
1217,2017,True,Undergraduate,Hong Kong Baptist University,5,Female,83
1218,2017,True,Undergraduate,Hong Kong Baptist University,5,Male,33
1219,2017,True,Undergraduate,Hong Kong Baptist University,work placement,Female,21
1220,2017,True,Undergraduate,Hong Kong Baptist University,work placement,Male,5
1221,2017,True,Research postgraduate,Lingnan University,Postgrad,Female,39
1222,2017,True,Research postgraduate,Lingnan University,Postgrad,Male,33
1223,2017,True,Undergraduate,Lingnan University,1,Female,381
1224,2017,True,Undergraduate,Lingnan University,1,Male,196
1225,2017,True,Undergraduate,Lingnan University,2,Female,376
1226,2017,True,Undergraduate,Lingnan University,2,Male,191
1227,2017,True,Undergraduate,Lingnan University,3,Female,518
1228,2017,True,Undergraduate,Lingnan University,3,Male,284
1229,2017,True,Undergraduate,Lingnan University,4,Female,425
1230,2017,True,Undergraduate,Lingnan University,4,Male,224
1231,2017,True,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Female,898
1232,2017,True,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Male,1101
1233,2017,True,Taught postgraduate,The Chinese University of Hong Kong,1,Female,188
1234,2017,True,Taught postgraduate,The Chinese University of Hong Kong,1,Male,120
1235,2017,True,Taught postgraduate,The Chinese University of Hong Kong,2,Female,48
1236,2017,True,Taught postgraduate,The Chinese University of Hong Kong,2,Male,13
1237,2017,False,Taught postgraduate,The Chinese University of Hong Kong,1,Female,153
1238,2017,False,Taught postgraduate,The Chinese University of Hong Kong,1,Male,109
1239,2017,False,Taught postgraduate,The Chinese University of Hong Kong,2,Female,160
1240,2017,False,Taught postgraduate,The Chinese University of Hong Kong,2,Male,134
1241,2017,True,Undergraduate,The Chinese University of Hong Kong,1,Female,2431
1242,2017,True,Undergraduate,The Chinese University of Hong Kong,1,Male,1997
1243,2017,True,Undergraduate,The Chinese University of Hong Kong,2,Female,1698
1244,2017,True,Undergraduate,The Chinese University of Hong Kong,2,Male,1485
1245,2017,True,Undergraduate,The Chinese University of Hong Kong,3,Female,2221
1246,2017,True,Undergraduate,The Chinese University of Hong Kong,3,Male,1922
1247,2017,True,Undergraduate,The Chinese University of Hong Kong,4,Female,2192
1248,2017,True,Undergraduate,The Chinese University of Hong Kong,4,Male,1736
1249,2017,True,Undergraduate,The Chinese University of Hong Kong,5,Female,541
1250,2017,True,Undergraduate,The Chinese University of Hong Kong,5,Male,308
1251,2017,True,Undergraduate,The Chinese University of Hong Kong,work placement,Female,70
1252,2017,True,Undergraduate,The Chinese University of Hong Kong,work placement,Male,130
1253,2017,True,Research postgraduate,The Education University of Hong Kong,Postgrad,Female,41
1254,2017,True,Research postgraduate,The Education University of Hong Kong,Postgrad,Male,21
1255,2017,True,Sub-degree,The Education University of Hong Kong,1,Female,322
1256,2017,True,Sub-degree,The Education University of Hong Kong,1,Male,11
1257,2017,True,Sub-degree,The Education University of Hong Kong,2,Female,311
1258,2017,True,Sub-degree,The Education University of Hong Kong,2,Male,10
1259,2017,False,Sub-degree,The Education University of Hong Kong,1,Female,18
1260,2017,False,Sub-degree,The Education University of Hong Kong,2,Female,24
1261,2017,False,Sub-degree,The Education University of Hong Kong,short programme,Female,955
1262,2017,False,Sub-degree,The Education University of Hong Kong,short programme,Male,496
1263,2017,True,Taught postgraduate,The Education University of Hong Kong,1,Female,121
1264,2017,True,Taught postgraduate,The Education University of Hong Kong,1,Male,52
1265,2017,False,Taught postgraduate,The Education University of Hong Kong,1,Female,269
1266,2017,False,Taught postgraduate,The Education University of Hong Kong,1,Male,122
1267,2017,False,Taught postgraduate,The Education University of Hong Kong,2,Female,252
1268,2017,False,Taught postgraduate,The Education University of Hong Kong,2,Male,96
1269,2017,True,Undergraduate,The Education University of Hong Kong,1,Female,477
1270,2017,True,Undergraduate,The Education University of Hong Kong,1,Male,235
1271,2017,True,Undergraduate,The Education University of Hong Kong,2,Female,497
1272,2017,True,Undergraduate,The Education University of Hong Kong,2,Male,188
1273,2017,True,Undergraduate,The Education University of Hong Kong,3,Female,624
1274,2017,True,Undergraduate,The Education University of Hong Kong,3,Male,253
1275,2017,True,Undergraduate,The Education University of Hong Kong,4,Female,603
1276,2017,True,Undergraduate,The Education University of Hong Kong,4,Male,197
1277,2017,True,Undergraduate,The Education University of Hong Kong,5,Female,492
1278,2017,True,Undergraduate,The Education University of Hong Kong,5,Male,122
1279,2017,False,Undergraduate,The Education University of Hong Kong,1,Female,448
1280,2017,False,Undergraduate,The Education University of Hong Kong,1,Male,46
1281,2017,False,Undergraduate,The Education University of Hong Kong,2,Female,460
1282,2017,False,Undergraduate,The Education University of Hong Kong,2,Male,37
1283,2017,False,Undergraduate,The Education University of Hong Kong,3,Female,525
1284,2017,False,Undergraduate,The Education University of Hong Kong,3,Male,41
1285,2017,True,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Female,304
1286,2017,True,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Male,440
1287,2017,True,Sub-degree,The Hong Kong Polytechnic University,1,Female,422
1288,2017,True,Sub-degree,The Hong Kong Polytechnic University,1,Male,719
1289,2017,True,Sub-degree,The Hong Kong Polytechnic University,2,Female,407
1290,2017,True,Sub-degree,The Hong Kong Polytechnic University,2,Male,584
1291,2017,False,Sub-degree,The Hong Kong Polytechnic University,4,Female,@
1292,2017,False,Sub-degree,The Hong Kong Polytechnic University,4,Male,@
1293,2017,True,Taught postgraduate,The Hong Kong Polytechnic University,2,Female,14
1294,2017,True,Taught postgraduate,The Hong Kong Polytechnic University,2,Male,@
1295,2017,True,Undergraduate,The Hong Kong Polytechnic University,1,Female,1444
1296,2017,True,Undergraduate,The Hong Kong Polytechnic University,1,Male,1415
1297,2017,True,Undergraduate,The Hong Kong Polytechnic University,2,Female,1413
1298,2017,True,Undergraduate,The Hong Kong Polytechnic University,2,Male,1259
1299,2017,True,Undergraduate,The Hong Kong Polytechnic University,3,Female,2279
1300,2017,True,Undergraduate,The Hong Kong Polytechnic University,3,Male,2194
1301,2017,True,Undergraduate,The Hong Kong Polytechnic University,4,Female,2265
1302,2017,True,Undergraduate,The Hong Kong Polytechnic University,4,Male,2209
1303,2017,True,Undergraduate,The Hong Kong Polytechnic University,5,Female,252
1304,2017,True,Undergraduate,The Hong Kong Polytechnic University,5,Male,72
1305,2017,True,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Female,442
1306,2017,True,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Male,1009
1307,2017,True,Undergraduate,The Hong Kong University of Science and Technology,1,Female,945
1308,2017,True,Undergraduate,The Hong Kong University of Science and Technology,1,Male,1401
1309,2017,True,Undergraduate,The Hong Kong University of Science and Technology,2,Female,907
1310,2017,True,Undergraduate,The Hong Kong University of Science and Technology,2,Male,1366
1311,2017,True,Undergraduate,The Hong Kong University of Science and Technology,3,Female,895
1312,2017,True,Undergraduate,The Hong Kong University of Science and Technology,3,Male,1479
1313,2017,True,Undergraduate,The Hong Kong University of Science and Technology,4,Female,824
1314,2017,True,Undergraduate,The Hong Kong University of Science and Technology,4,Male,1387
1315,2017,True,Research postgraduate,The University of Hong Kong,Postgrad,Female,976
1316,2017,True,Research postgraduate,The University of Hong Kong,Postgrad,Male,1065
1317,2017,True,Taught postgraduate,The University of Hong Kong,1,Female,273
1318,2017,True,Taught postgraduate,The University of Hong Kong,1,Male,162
1319,2017,True,Taught postgraduate,The University of Hong Kong,2,Female,62
1320,2017,True,Taught postgraduate,The University of Hong Kong,2,Male,48
1321,2017,False,Taught postgraduate,The University of Hong Kong,1,Female,105
1322,2017,False,Taught postgraduate,The University of Hong Kong,1,Male,62
1323,2017,False,Taught postgraduate,The University of Hong Kong,2,Female,136
1324,2017,False,Taught postgraduate,The University of Hong Kong,2,Male,99
1325,2017,True,Undergraduate,The University of Hong Kong,1,Female,1991
1326,2017,True,Undergraduate,The University of Hong Kong,1,Male,1746
1327,2017,True,Undergraduate,The University of Hong Kong,2,Female,1865
1328,2017,True,Undergraduate,The University of Hong Kong,2,Male,1645
1329,2017,True,Undergraduate,The University of Hong Kong,3,Female,2096
1330,2017,True,Undergraduate,The University of Hong Kong,3,Male,1863
1331,2017,True,Undergraduate,The University of Hong Kong,4,Female,2118
1332,2017,True,Undergraduate,The University of Hong Kong,4,Male,1927
1333,2017,True,Undergraduate,The University of Hong Kong,5,Female,514
1334,2017,True,Undergraduate,The University of Hong Kong,5,Male,407
1335,2018,True,Research postgraduate,City University of Hong Kong,Postgrad,Female,367
1336,2018,True,Research postgraduate,City University of Hong Kong,Postgrad,Male,629
1337,2018,False,Research postgraduate,City University of Hong Kong,Postgrad,Female,@
1338,2018,True,Sub-degree,City University of Hong Kong,1,Female,105
1339,2018,True,Sub-degree,City University of Hong Kong,1,Male,274
1340,2018,True,Sub-degree,City University of Hong Kong,2,Female,120
1341,2018,True,Sub-degree,City University of Hong Kong,2,Male,283
1342,2018,True,Taught postgraduate,City University of Hong Kong,1,Female,26
1343,2018,True,Taught postgraduate,City University of Hong Kong,1,Male,27
1344,2018,True,Undergraduate,City University of Hong Kong,1,Female,1101
1345,2018,True,Undergraduate,City University of Hong Kong,1,Male,1120
1346,2018,True,Undergraduate,City University of Hong Kong,2,Female,1186
1347,2018,True,Undergraduate,City University of Hong Kong,2,Male,1242
1348,2018,True,Undergraduate,City University of Hong Kong,3,Female,1917
1349,2018,True,Undergraduate,City University of Hong Kong,3,Male,1743
1350,2018,True,Undergraduate,City University of Hong Kong,4,Female,2190
1351,2018,True,Undergraduate,City University of Hong Kong,4,Male,2040
1352,2018,True,Research postgraduate,Hong Kong Baptist University,Postgrad,Female,110
1353,2018,True,Research postgraduate,Hong Kong Baptist University,Postgrad,Male,127
1354,2018,True,Taught postgraduate,Hong Kong Baptist University,1,Female,@
1355,2018,True,Taught postgraduate,Hong Kong Baptist University,1,Male,6
1356,2018,False,Taught postgraduate,Hong Kong Baptist University,1,Female,62
1357,2018,False,Taught postgraduate,Hong Kong Baptist University,1,Male,52
1358,2018,False,Taught postgraduate,Hong Kong Baptist University,2,Female,69
1359,2018,False,Taught postgraduate,Hong Kong Baptist University,2,Male,49
1360,2018,True,Undergraduate,Hong Kong Baptist University,1,Female,945
1361,2018,True,Undergraduate,Hong Kong Baptist University,1,Male,498
1362,2018,True,Undergraduate,Hong Kong Baptist University,2,Female,958
1363,2018,True,Undergraduate,Hong Kong Baptist University,2,Male,458
1364,2018,True,Undergraduate,Hong Kong Baptist University,3,Female,1244
1365,2018,True,Undergraduate,Hong Kong Baptist University,3,Male,689
1366,2018,True,Undergraduate,Hong Kong Baptist University,4,Female,1225
1367,2018,True,Undergraduate,Hong Kong Baptist University,4,Male,738
1368,2018,True,Undergraduate,Hong Kong Baptist University,5,Female,54
1369,2018,True,Undergraduate,Hong Kong Baptist University,5,Male,25
1370,2018,True,Undergraduate,Hong Kong Baptist University,6,Female,20
1371,2018,True,Undergraduate,Hong Kong Baptist University,6,Male,13
1372,2018,True,Research postgraduate,Lingnan University,Postgrad,Female,42
1373,2018,True,Research postgraduate,Lingnan University,Postgrad,Male,37
1374,2018,True,Undergraduate,Lingnan University,1,Female,420
1375,2018,True,Undergraduate,Lingnan University,1,Male,219
1376,2018,True,Undergraduate,Lingnan University,2,Female,351
1377,2018,True,Undergraduate,Lingnan University,2,Male,187
1378,2018,True,Undergraduate,Lingnan University,3,Female,510
1379,2018,True,Undergraduate,Lingnan University,3,Male,269
1380,2018,True,Undergraduate,Lingnan University,4,Female,359
1381,2018,True,Undergraduate,Lingnan University,4,Male,223
1382,2018,True,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Female,923
1383,2018,True,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Male,1088
1384,2018,True,Taught postgraduate,The Chinese University of Hong Kong,1,Female,192
1385,2018,True,Taught postgraduate,The Chinese University of Hong Kong,1,Male,96
1386,2018,True,Taught postgraduate,The Chinese University of Hong Kong,2,Female,34
1387,2018,True,Taught postgraduate,The Chinese University of Hong Kong,2,Male,28
1388,2018,False,Taught postgraduate,The Chinese University of Hong Kong,1,Female,133
1389,2018,False,Taught postgraduate,The Chinese University of Hong Kong,1,Male,102
1390,2018,False,Taught postgraduate,The Chinese University of Hong Kong,2,Female,145
1391,2018,False,Taught postgraduate,The Chinese University of Hong Kong,2,Male,108
1392,2018,True,Undergraduate,The Chinese University of Hong Kong,1,Female,2331
1393,2018,True,Undergraduate,The Chinese University of Hong Kong,1,Male,2279
1394,2018,True,Undergraduate,The Chinese University of Hong Kong,2,Female,1865
1395,2018,True,Undergraduate,The Chinese University of Hong Kong,2,Male,1529
1396,2018,True,Undergraduate,The Chinese University of Hong Kong,3,Female,2296
1397,2018,True,Undergraduate,The Chinese University of Hong Kong,3,Male,1822
1398,2018,True,Undergraduate,The Chinese University of Hong Kong,4,Female,2119
1399,2018,True,Undergraduate,The Chinese University of Hong Kong,4,Male,1825
1400,2018,True,Undergraduate,The Chinese University of Hong Kong,5,Female,398
1401,2018,True,Undergraduate,The Chinese University of Hong Kong,5,Male,215
1402,2018,True,Undergraduate,The Chinese University of Hong Kong,6,Female,146
1403,2018,True,Undergraduate,The Chinese University of Hong Kong,6,Male,102
1404,2018,True,Undergraduate,The Chinese University of Hong Kong,work placement,Female,77
1405,2018,True,Undergraduate,The Chinese University of Hong Kong,work placement,Male,107
1406,2018,True,Research postgraduate,The Education University of Hong Kong,Postgrad,Female,49
1407,2018,True,Research postgraduate,The Education University of Hong Kong,Postgrad,Male,27
1408,2018,True,Sub-degree,The Education University of Hong Kong,1,Female,360
1409,2018,True,Sub-degree,The Education University of Hong Kong,1,Male,18
1410,2018,True,Sub-degree,The Education University of Hong Kong,2,Female,318
1411,2018,True,Sub-degree,The Education University of Hong Kong,2,Male,11
1412,2018,False,Sub-degree,The Education University of Hong Kong,1,Female,20
1413,2018,False,Sub-degree,The Education University of Hong Kong,2,Female,14
1414,2018,False,Sub-degree,The Education University of Hong Kong,short programme,Female,1047
1415,2018,False,Sub-degree,The Education University of Hong Kong,short programme,Male,453
1416,2018,True,Taught postgraduate,The Education University of Hong Kong,1,Female,123
1417,2018,True,Taught postgraduate,The Education University of Hong Kong,1,Male,57
1418,2018,False,Taught postgraduate,The Education University of Hong Kong,1,Female,281
1419,2018,False,Taught postgraduate,The Education University of Hong Kong,1,Male,127
1420,2018,False,Taught postgraduate,The Education University of Hong Kong,2,Female,266
1421,2018,False,Taught postgraduate,The Education University of Hong Kong,2,Male,120
1422,2018,True,Undergraduate,The Education University of Hong Kong,1,Female,476
1423,2018,True,Undergraduate,The Education University of Hong Kong,1,Male,258
1424,2018,True,Undergraduate,The Education University of Hong Kong,2,Female,461
1425,2018,True,Undergraduate,The Education University of Hong Kong,2,Male,224
1426,2018,True,Undergraduate,The Education University of Hong Kong,3,Female,601
1427,2018,True,Undergraduate,The Education University of Hong Kong,3,Male,240
1428,2018,True,Undergraduate,The Education University of Hong Kong,4,Female,629
1429,2018,True,Undergraduate,The Education University of Hong Kong,4,Male,259
1430,2018,True,Undergraduate,The Education University of Hong Kong,5,Female,436
1431,2018,True,Undergraduate,The Education University of Hong Kong,5,Male,127
1432,2018,False,Undergraduate,The Education University of Hong Kong,1,Female,492
1433,2018,False,Undergraduate,The Education University of Hong Kong,1,Male,39
1434,2018,False,Undergraduate,The Education University of Hong Kong,2,Female,437
1435,2018,False,Undergraduate,The Education University of Hong Kong,2,Male,45
1436,2018,False,Undergraduate,The Education University of Hong Kong,3,Female,470
1437,2018,False,Undergraduate,The Education University of Hong Kong,3,Male,39
1438,2018,True,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Female,317
1439,2018,True,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Male,447
1440,2018,True,Sub-degree,The Hong Kong Polytechnic University,1,Female,195
1441,2018,True,Sub-degree,The Hong Kong Polytechnic University,1,Male,444
1442,2018,True,Sub-degree,The Hong Kong Polytechnic University,2,Female,366
1443,2018,True,Sub-degree,The Hong Kong Polytechnic University,2,Male,565
1444,2018,True,Taught postgraduate,The Hong Kong Polytechnic University,1,Female,10
1445,2018,True,Taught postgraduate,The Hong Kong Polytechnic University,1,Male,5
1446,2018,True,Taught postgraduate,The Hong Kong Polytechnic University,2,Female,@
1447,2018,True,Undergraduate,The Hong Kong Polytechnic University,1,Female,1395
1448,2018,True,Undergraduate,The Hong Kong Polytechnic University,1,Male,1361
1449,2018,True,Undergraduate,The Hong Kong Polytechnic University,2,Female,1372
1450,2018,True,Undergraduate,The Hong Kong Polytechnic University,2,Male,1324
1451,2018,True,Undergraduate,The Hong Kong Polytechnic University,3,Female,2206
1452,2018,True,Undergraduate,The Hong Kong Polytechnic University,3,Male,2087
1453,2018,True,Undergraduate,The Hong Kong Polytechnic University,4,Female,2418
1454,2018,True,Undergraduate,The Hong Kong Polytechnic University,4,Male,2307
1455,2018,True,Undergraduate,The Hong Kong Polytechnic University,5,Female,219
1456,2018,True,Undergraduate,The Hong Kong Polytechnic University,5,Male,84
1457,2018,True,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Female,440
1458,2018,True,Research postgraduate,The Hong Kong University of Science and Technology,Postgrad,Male,1021
1459,2018,True,Undergraduate,The Hong Kong University of Science and Technology,1,Female,1019
1460,2018,True,Undergraduate,The Hong Kong University of Science and Technology,1,Male,1440
1461,2018,True,Undergraduate,The Hong Kong University of Science and Technology,2,Female,936
1462,2018,True,Undergraduate,The Hong Kong University of Science and Technology,2,Male,1354
1463,2018,True,Undergraduate,The Hong Kong University of Science and Technology,3,Female,937
1464,2018,True,Undergraduate,The Hong Kong University of Science and Technology,3,Male,1479
1465,2018,True,Undergraduate,The Hong Kong University of Science and Technology,4,Female,901
1466,2018,True,Undergraduate,The Hong Kong University of Science and Technology,4,Male,1486
1467,2018,True,Research postgraduate,The University of Hong Kong,Postgrad,Female,936
1468,2018,True,Research postgraduate,The University of Hong Kong,Postgrad,Male,1042
1469,2018,True,Taught postgraduate,The University of Hong Kong,1,Female,240
1470,2018,True,Taught postgraduate,The University of Hong Kong,1,Male,156
1471,2018,True,Taught postgraduate,The University of Hong Kong,2,Female,99
1472,2018,True,Taught postgraduate,The University of Hong Kong,2,Male,59
1473,2018,False,Taught postgraduate,The University of Hong Kong,1,Female,101
1474,2018,False,Taught postgraduate,The University of Hong Kong,1,Male,62
1475,2018,False,Taught postgraduate,The University of Hong Kong,2,Female,101
1476,2018,False,Taught postgraduate,The University of Hong Kong,2,Male,58
1477,2018,True,Undergraduate,The University of Hong Kong,1,Female,2031
1478,2018,True,Undergraduate,The University of Hong Kong,1,Male,1751
1479,2018,True,Undergraduate,The University of Hong Kong,2,Female,1946
1480,2018,True,Undergraduate,The University of Hong Kong,2,Male,1675
1481,2018,True,Undergraduate,The University of Hong Kong,3,Female,2029
1482,2018,True,Undergraduate,The University of Hong Kong,3,Male,1812
1483,2018,True,Undergraduate,The University of Hong Kong,4,Female,2228
1484,2018,True,Undergraduate,The University of Hong Kong,4,Male,2094
1485,2018,True,Undergraduate,The University of Hong Kong,5,Female,426
1486,2018,True,Undergraduate,The University of Hong Kong,5,Male,244
1487,2018,True,Undergraduate,The University of Hong Kong,6,Female,129
1488,2018,True,Undergraduate,The University of Hong Kong,6,Male,141
1489,2019,True,Research postgraduate,City University of Hong Kong,Postgrad,Female,443
1490,2019,True,Research postgraduate,City University of Hong Kong,Postgrad,Male,703
1491,2019,True,Sub-degree,City University of Hong Kong,1,Female,78
1492,2019,True,Sub-degree,City University of Hong Kong,1,Male,261
1493,2019,True,Sub-degree,City University of Hong Kong,2,Female,104
1494,2019,True,Sub-degree,City University of Hong Kong,2,Male,231
1495,2019,True,Taught postgraduate,City University of Hong Kong,1,Female,34
1496,2019,True,Taught postgraduate,City University of Hong Kong,1,Male,19
1497,2019,True,Undergraduate,City University of Hong Kong,1,Female,1140
1498,2019,True,Undergraduate,City University of Hong Kong,1,Male,1214
1499,2019,True,Undergraduate,City University of Hong Kong,2,Female,1170
1500,2019,True,Undergraduate,City University of Hong Kong,2,Male,1232
1501,2019,True,Undergraduate,City University of Hong Kong,3,Female,1871
1502,2019,True,Undergraduate,City University of Hong Kong,3,Male,1850
1503,2019,True,Undergraduate,City University of Hong Kong,4,Female,2162
1504,2019,True,Undergraduate,City University of Hong Kong,4,Male,2125
1505,2019,True,Research postgraduate,Hong Kong Baptist University,Postgrad,Female,118
1506,2019,True,Research postgraduate,Hong Kong Baptist University,Postgrad,Male,120
1507,2019,True,Taught postgraduate,Hong Kong Baptist University,1,Female,@
1508,2019,True,Taught postgraduate,Hong Kong Baptist University,1,Male,7
1509,2019,False,Taught postgraduate,Hong Kong Baptist University,1,Female,73
1510,2019,False,Taught postgraduate,Hong Kong Baptist University,1,Male,53
1511,2019,False,Taught postgraduate,Hong Kong Baptist University,2,Female,65
1512,2019,False,Taught postgraduate,Hong Kong Baptist University,2,Male,52
1513,2019,True,Undergraduate,Hong Kong Baptist University,1,Female,947
1514,2019,True,Undergraduate,Hong Kong Baptist University,1,Male,511
1515,2019,True,Undergraduate,Hong Kong Baptist University,2,Female,939
1516,2019,True,Undergraduate,Hong Kong Baptist University,2,Male,493
1517,2019,True,Undergraduate,Hong Kong Baptist University,3,Female,1234
1518,2019,True,Undergraduate,Hong Kong Baptist University,3,Male,720
1519,2019,True,Undergraduate,Hong Kong Baptist University,4,Female,1301
1520,2019,True,Undergraduate,Hong Kong Baptist University,4,Male,731
1521,2019,True,Undergraduate,Hong Kong Baptist University,5,Female,57
1522,2019,True,Undergraduate,Hong Kong Baptist University,5,Male,22
1523,2019,True,Undergraduate,Hong Kong Baptist University,6,Female,17
1524,2019,True,Undergraduate,Hong Kong Baptist University,6,Male,14
1525,2019,True,Research postgraduate,Lingnan University,Postgrad,Female,40
1526,2019,True,Research postgraduate,Lingnan University,Postgrad,Male,44
1527,2019,True,Undergraduate,Lingnan University,1,Female,417
1528,2019,True,Undergraduate,Lingnan University,1,Male,244
1529,2019,True,Undergraduate,Lingnan University,2,Female,389
1530,2019,True,Undergraduate,Lingnan University,2,Male,194
1531,2019,True,Undergraduate,Lingnan University,3,Female,487
1532,2019,True,Undergraduate,Lingnan University,3,Male,244
1533,2019,True,Undergraduate,Lingnan University,4,Female,343
1534,2019,True,Undergraduate,Lingnan University,4,Male,217
1535,2019,True,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Female,942
1536,2019,True,Research postgraduate,The Chinese University of Hong Kong,Postgrad,Male,1067
1537,2019,True,Taught postgraduate,The Chinese University of Hong Kong,1,Female,188
1538,2019,True,Taught postgraduate,The Chinese University of Hong Kong,1,Male,93
1539,2019,True,Taught postgraduate,The Chinese University of Hong Kong,2,Female,29
1540,2019,True,Taught postgraduate,The Chinese University of Hong Kong,2,Male,28
1541,2019,False,Taught postgraduate,The Chinese University of Hong Kong,1,Female,154
1542,2019,False,Taught postgraduate,The Chinese University of Hong Kong,1,Male,99
1543,2019,False,Taught postgraduate,The Chinese University of Hong Kong,2,Female,138
1544,2019,False,Taught postgraduate,The Chinese University of Hong Kong,2,Male,103
1545,2019,True,Undergraduate,The Chinese University of Hong Kong,1,Female,2396
1546,2019,True,Undergraduate,The Chinese University of Hong Kong,1,Male,2366
1547,2019,True,Undergraduate,The Chinese University of Hong Kong,2,Female,1736
1548,2019,True,Undergraduate,The Chinese University of Hong Kong,2,Male,1631
1549,2019,True,Undergraduate,The Chinese University of Hong Kong,3,Female,2441
1550,2019,True,Undergraduate,The Chinese University of Hong Kong,3,Male,1913
1551,2019,True,Undergraduate,The Chinese University of Hong Kong,4,Female,2184
1552,2019,True,Undergraduate,The Chinese University of Hong Kong,4,Male,1747
1553,2019,True,Undergraduate,The Chinese University of Hong Kong,5,Female,401
1554,2019,True,Undergraduate,The Chinese University of Hong Kong,5,Male,221
1555,2019,True,Undergraduate,The Chinese University of Hong Kong,6,Female,140
1556,2019,True,Undergraduate,The Chinese University of Hong Kong,6,Male,105
1557,2019,True,Research postgraduate,The Education University of Hong Kong,Postgrad,Female,57
1558,2019,True,Research postgraduate,The Education University of Hong Kong,Postgrad,Male,37
1559,2019,True,Sub-degree,The Education University of Hong Kong,1,Female,374
1560,2019,True,Sub-degree,The Education University of Hong Kong,1,Male,12
1561,2019,True,Sub-degree,The Education University of Hong Kong,2,Female,345
1562,2019,True,Sub-degree,The Education University of Hong Kong,2,Male,16
1563,2019,False,Sub-degree,The Education University of Hong Kong,1,Female,15
1564,2019,False,Sub-degree,The Education University of Hong Kong,2,Female,18
1565,2019,False,Sub-degree,The Education University of Hong Kong,short programme,Female,966
1566,2019,False,Sub-degree,The Education University of Hong Kong,short programme,Male,357
1567,2019,True,Taught postgraduate,The Education University of Hong Kong,1,Female,113
1568,2019,True,Taught postgraduate,The Education University of Hong Kong,1,Male,56
1569,2019,False,Taught postgraduate,The Education University of Hong Kong,1,Female,256
1570,2019,False,Taught postgraduate,The Education University of Hong Kong,1,Male,120
1571,2019,False,Taught postgraduate,The Education University of Hong Kong,2,Female,280
1572,2019,False,Taught postgraduate,The Education University of Hong Kong,2,Male,130
1573,2019,True,Undergraduate,The Education University of Hong Kong,1,Female,470
1574,2019,True,Undergraduate,The Education University of Hong Kong,1,Male,249
1575,2019,True,Undergraduate,The Education University of Hong Kong,2,Female,462
1576,2019,True,Undergraduate,The Education University of Hong Kong,2,Male,240
1577,2019,True,Undergraduate,The Education University of Hong Kong,3,Female,593
1578,2019,True,Undergraduate,The Education University of Hong Kong,3,Male,277
1579,2019,True,Undergraduate,The Education University of Hong Kong,4,Female,609
1580,2019,True,Undergraduate,The Education University of Hong Kong,4,Male,244
1581,2019,True,Undergraduate,The Education University of Hong Kong,5,Female,405
1582,2019,True,Undergraduate,The Education University of Hong Kong,5,Male,177
1583,2019,False,Undergraduate,The Education University of Hong Kong,1,Female,492
1584,2019,False,Undergraduate,The Education University of Hong Kong,1,Male,31
1585,2019,False,Undergraduate,The Education University of Hong Kong,2,Female,465
1586,2019,False,Undergraduate,The Education University of Hong Kong,2,Male,38
1587,2019,False,Undergraduate,The Education University of Hong Kong,3,Female,440
1588,2019,False,Undergraduate,The Education University of Hong Kong,3,Male,47
1589,2019,True,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Female,359
1590,2019,True,Research postgraduate,The Hong Kong Polytechnic University,Postgrad,Male,488
1591,2019,True,Sub-degree,The Hong Kong Polytechnic University,1,Female,76
1592,2019,True,Sub-degree,The Hong Kong Polytechnic University,1,Male,357
